Account,Day,Details,Amount,Balance,Transaction ID,Business Name
Traci Martin (The Suits Law Firm Daily Wage),509,Wage,-1544.0,2924429.0,18.0,The Suits Law Firm
Louise Gomez (The Suits Law Firm Daily Wage),509,Wage,-1600.0,2925973.0,18.0,The Suits Law Firm
Isabel Roberts (The Suits Law Firm Daily Wage),509,Wage,-1344.0,2927573.0,18.0,The Suits Law Firm
Nicholas Sanchez (The Suits Law Firm Daily Wage),509,Wage,-968.0,2928917.0,18.0,The Suits Law Firm
Elise Sanchez (The Suits Law Firm Daily Wage),509,Wage,-1368.0,2929885.0,18.0,The Suits Law Firm
Lindsey Hall (The Suits Law Firm Daily Wage),509,Wage,-888.0,2931253.0,18.0,The Suits Law Firm
Sonny Mitchell (Karakata Associates Daily Wage),509,Wage,-968.0,2920461.0,5.0,Karakata Associates
Daisy Williams (The Suits Law Firm Daily Wage),509,Wage,-1512.0,2932141.0,18.0,The Suits Law Firm
Ruth Gray (The Suits Law Firm Daily Wage),509,Wage,-1632.0,2935053.0,18.0,The Suits Law Firm
Zoe Cooper (The Green Salad Daily Wage),509,Wage,-434.0,2936685.0,17.0,The Green Salad
Harvey Anderson (The Green Salad Daily Wage),509,Wage,-224.0,2937119.0,17.0,The Green Salad
Zoe Thompson (The Green Salad Daily Wage),509,Wage,-306.0,2937343.0,17.0,The Green Salad
Ralph Hughes (The Green Salad Daily Wage),509,Wage,-266.0,2937649.0,17.0,The Green Salad
Leon Powell (Kalico Midtown Daily Wage),509,Wage,-320.0,2937915.0,4.0,Kalico Midtown
Wilhelmina Cooper (Kalico Midtown Daily Wage),509,Wage,-264.0,2938235.0,4.0,Kalico Midtown
Joel Rogers (Kalico Midtown Daily Wage),509,Wage,-240.0,2938499.0,4.0,Kalico Midtown
Traci Miles (Karakata Holdings Daily Wage),509,Wage,-192.0,2938739.0,,
Mollie Martinez (Kalico Midtown Daily Wage),509,Wage,-200.0,2938931.0,4.0,Kalico Midtown
Ava Powell (The Suits Law Firm Daily Wage),509,Wage,-1400.0,2933653.0,18.0,The Suits Law Firm
Zachary Hill (Warehouse #2 Daily Wage),509,Wage,-159.6,2939131.0,,
Naomi Robinson (Karakata Associates Daily Wage),509,Wage,-984.0,2919477.0,5.0,Karakata Associates
Roosevelt Wright (Karakata Associates Daily Wage),509,Wage,-912.0,2917949.0,5.0,Karakata Associates
Lydia Martin (Katalytica Midtown Daily Wage),509,Wage,-504.0,2903213.0,12.0,Katalytica
Curtis Baker (Katalytica Midtown Daily Wage),509,Wage,-600.0,2903717.0,12.0,Katalytica
Natalie Cook (Katalytica Midtown Daily Wage),509,Wage,-832.0,2904317.0,12.0,Katalytica
Gawen Myers (Katalytica Midtown Daily Wage),509,Wage,-936.0,2905149.0,12.0,Katalytica
Margie Stewart (Katalytica Midtown Daily Wage),509,Wage,-608.0,2906085.0,12.0,Katalytica
Lewis Morgan (Katalytica Midtown Daily Wage),509,Wage,-816.0,2906693.0,12.0,Katalytica
Madeleine Scott (Katalytica Midtown Daily Wage),509,Wage,-728.0,2907509.0,12.0,Katalytica
Christen Hughes (Katalytica Midtown Daily Wage),509,Wage,-664.0,2908237.0,12.0,Katalytica
Lois Ross (Katalytica Midtown Daily Wage),509,Wage,-936.0,2908901.0,12.0,Katalytica
Ben Stewart (Katalytica Midtown Daily Wage),509,Wage,-1016.0,2909837.0,12.0,Katalytica
Stephanie Wilson (Karakata Associates Daily Wage),509,Wage,-616.0,2918861.0,5.0,Karakata Associates
Tobias Barker (Katalytica Midtown Daily Wage),509,Wage,-488.0,2910853.0,12.0,Katalytica
Georgia Howell (Katalytica Midtown Daily Wage),509,Wage,-1168.0,2912413.0,12.0,Katalytica
Michelle Ross (Katalytica Midtown Daily Wage),509,Wage,-904.0,2913581.0,12.0,Katalytica
Traci Hughes (Katalytica Midtown Daily Wage),509,Wage,-1016.0,2914485.0,12.0,Katalytica
Annabel Myers (Katalytica Midtown Daily Wage),509,Wage,-680.0,2915501.0,12.0,Katalytica
Theodore Brown (Karakata Holdings Daily Wage),509,Wage,-160.0,2916181.0,,
Zoe Campbell (Karakata Holdings Daily Wage),509,Wage,-232.0,2916341.0,,
Justin Davis (Katar Midtown Daily Wage),509,Wage,-312.0,2916573.0,13.0,Katar Midtown
Curtis Jackson (Katar Midtown Daily Wage),509,Wage,-288.0,2916885.0,13.0,Katar Midtown
Sadie Powell (Karakata Associates Daily Wage),509,Wage,-40.0,2917173.0,5.0,Karakata Associates
Homer Foster (Karakata Associates Daily Wage),509,Wage,-736.0,2917213.0,5.0,Karakata Associates
Eliza Brooks (Katalytica Midtown Daily Wage),509,Wage,-1072.0,2911341.0,12.0,Katalytica
Yasmin Wilson (Katalytica Midtown Daily Wage),509,Wage,-1016.0,2900037.0,12.0,Katalytica
Georgina Lopez (Karakata Holdings Daily Wage),509,Wage,-192.0,2939290.0,,
Eliza Owens (Katar Midtown Daily Wage),509,Wage,-216.0,2939690.0,13.0,Katar Midtown
Marketing campaigns for Kalico Midtown,509,Marketing,-2750.0,2971480.0,4.0,Kalico Midtown
Marketing campaigns for Karakata Associates,509,Marketing,-500.0,2974230.0,5.0,Karakata Associates
Marketing campaigns for Katalytica HK,509,Marketing,-2750.0,2974730.0,12.0,Katalytica
Marketing campaigns for The Suits Law Firm,509,Marketing,-2750.0,2977480.0,18.0,The Suits Law Firm
6 3rd Avenue Rent,509,Rent,-1158.506,2913738.0,,
44 1st Avenue Rent,509,Rent,-535.2296,2721296.0,,
30 2nd Avenue Rent,509,Rent,-1158.506,2488432.0,,
19 1st Avenue Rent,509,Rent,-250.508,2471505.0,,
5 8th Street Rent,509,Rent,-135.4097,2398206.0,,
33 5th Avenue Rent,509,Rent,-230.1557,2398341.0,,
Marketing campaigns for Karvin Kween,509,Marketing,-1350.0,2970130.0,9.0,Karvin Kween
21 5th Avenue Rent,509,Rent,-145.9717,2398571.0,,
24 2nd Avenue Rent,509,Rent,-460.3931,2387472.0,,
29 1st Avenue Rent,509,Rent,-317.3102,2359334.0,,
29 5th Avenue Rent,509,Rent,-24.32862,2352812.0,,
59 3rd Street Rent,509,Rent,-75.99196,2352836.0,,
9 1st Street Rent,509,Rent,-70.98742,2343312.0,,
14 2nd Avenue Rent,509,Rent,-731.0999,2343383.0,,
31 1st Avenue Rent,509,Rent,-201.106,2276914.0,,
15 4th Avenue rent revenue,509,RentRevenue,603.8378,2350494.0,,
62 5th Avenue rent revenue,509,RentRevenue,973.3903,2349891.0,,
44 3rd Street rent revenue,509,RentRevenue,177.2649,2348917.0,,
3 2nd Avenue Rent,509,Rent,-154.5364,2387317.0,,
Kathryn James (Karakata Holdings Daily Wage),509,Wage,-208.0,2939482.0,,
Marketing campaigns for Elite Couture,509,Marketing,-1350.0,2968780.0,2.0,Elite Couture
Marketing campaigns for Elite Jewels,509,Marketing,-9350.0,2958080.0,3.0,Elite Jewels
Justin Mitchell (Karvin Kween Daily Wage),509,Wage,-208.0,2939906.0,9.0,Karvin Kween
Bradley Turner (Karvin Kween Daily Wage),509,Wage,-90.0,2940114.0,9.0,Karvin Kween
Scarlett Davis (Elite Couture Daily Wage),509,Wage,-264.0,2940204.0,2.0,Elite Couture
Lilly Harris (Elite Couture Daily Wage),509,Wage,-288.0,2940468.0,2.0,Elite Couture
Frederick Kelly (Elite Couture Daily Wage),509,Wage,-27.0,2940756.0,2.0,Elite Couture
Dominic Fisher (Elite Jewels Daily Wage),509,Wage,-368.0,2940783.0,3.0,Elite Jewels
Douglas Collins (Karakata Holdings Daily Wage),509,Wage,-44.0,2941151.0,,
Traci Parker (Elite Jewels Daily Wage),509,Wage,-156.0,2941195.0,3.0,Elite Jewels
Annabelle Stewart (Katar Midtown Daily Wage),509,Wage,-198.0,2941351.0,13.0,Katar Midtown
Oscar Evans (Katar Midtown Daily Wage),509,Wage,-276.0,2941549.0,13.0,Katar Midtown
Marketing campaigns for The Green Salad,509,Marketing,-1350.0,2967430.0,17.0,The Green Salad
Mollie Jenkins (Karakata Holdings Daily Wage),509,Wage,-224.0,2941825.0,,
Olivia Cox (Katalytica Midtown Daily Wage),509,Wage,-432.0,2942305.0,12.0,Katalytica
Grover Brown (Karakata Holdings Daily Wage),509,Wage,-200.0,2942737.0,,
Lara Norris (Warehouse #1 Daily Wage),509,Wage,-153.9,2942937.0,,
Katherine Moss (Elite Jewels Daily Wage),509,Wage,-100.0,2943091.0,3.0,Elite Jewels
Merit Johnson (Karakata Holdings Daily Wage),509,Wage,-224.0,2943191.0,,
Christian Hall (Karakata Holdings Daily Wage),509,Wage,-184.0,2943415.0,,
Zoe Gomez (Elite Jewels Daily Wage),509,Wage,-256.0,2943599.0,3.0,Elite Jewels
Evie Jones (Katalytica Midtown Daily Wage),509,Wage,-448.0,2943855.0,12.0,Katalytica
Marketing campaigns for Katar Midtown,509,Marketing,-9350.0,2942380.0,13.0,Katar Midtown
Marketing campaigns for Katalytica Midtown,509,Marketing,-6350.0,2951730.0,12.0,Katalytica
Maya Turner (Karvin Kween Daily Wage),509,Wage,-256.0,2942049.0,9.0,Karvin Kween
Isaac Edwards (Katalytica Midtown Daily Wage),509,Wage,-736.0,2902477.0,12.0,Katalytica
Maya Roberts (Katalytica Midtown Daily Wage),509,Wage,-736.0,2901741.0,12.0,Katalytica
Elite Jewels Revenue,509,Revenue,267400.0,3388332.0,3.0,Elite Jewels
Ava Phillips (Katalytica HK Daily Wage),509,Wage,-704.0,2884845.0,12.0,Katalytica
Eva Richardson (Katalytica HK Daily Wage),509,Wage,-1128.0,2883717.0,12.0,Katalytica
Isabel Price (Katalytica HK Daily Wage),509,Wage,-968.0,2882749.0,12.0,Katalytica
Danny Wright (Katalytica HK Daily Wage),509,Wage,-1088.0,2881661.0,12.0,Katalytica
Danny Robinson (Katalytica HK Daily Wage),509,Wage,-1296.0,2880365.0,12.0,Katalytica
Zara Foster (The Suits Law Firm Daily Wage),509,Wage,-688.0,2879629.0,18.0,The Suits Law Firm
Replacement for Annabelle Nelson (Katalytica HK Wage),509,ReplacementWage,-560.0,2879069.0,12.0,Katalytica
Timothy Perry (Katalytica Midtown Daily Wage),509,Wage,-44.0,2879025.0,12.0,Katalytica
Public parking for UMC Desert,509,PublicParking,-120.0,2878905.0,,
Public parking for Freight Truck T1,509,PublicParking,-180.0,2878725.0,,
Public parking for Anselmo AF90,509,PublicParking,-180.0,2878545.0,,
The Suits Law Firm Revenue,509,Revenue,76800.0,2955144.0,18.0,The Suits Law Firm
Katalytica HK Revenue,509,Revenue,12000.0,2966342.0,12.0,Katalytica
Karakata Associates Revenue,509,Revenue,9120.0,2975361.0,5.0,Karakata Associates
Kalico Midtown Revenue,509,Revenue,29676.0,3004720.0,4.0,Kalico Midtown
Karvin Kween Revenue,509,Revenue,13320.0,3017425.0,9.0,Karvin Kween
Elite Couture Revenue,509,Revenue,87340.0,3104253.0,2.0,Elite Couture
The Green Salad Revenue,509,Revenue,18088.0,3122091.0,17.0,The Green Salad
Katalytica Midtown Revenue,509,Revenue,214400.0,3602197.0,12.0,Katalytica
Oscar Allen (Katalytica HK Daily Wage),509,Wage,-1248.0,2885549.0,12.0,Katalytica
Elsie Martinez (Katalytica HK Daily Wage),509,Wage,-1248.0,2886797.0,12.0,Katalytica
Pax Cox (Katalytica HK Daily Wage),509,Wage,-48.0,2880317.0,12.0,Katalytica
Tristan Smith (Katalytica HK Daily Wage),509,Wage,-664.0,2889029.0,12.0,Katalytica
Hollie Rogers (Katalytica Midtown Daily Wage),509,Wage,-600.0,2898565.0,12.0,Katalytica
Harriet Carr (Katalytica Midtown Daily Wage),509,Wage,-496.0,2898069.0,12.0,Katalytica
Summer Sullivan (Katalytica Midtown Daily Wage),509,Wage,-568.0,2897501.0,12.0,Katalytica
Josephine Clark (Katalytica Midtown Daily Wage),509,Wage,-384.0,2897117.0,12.0,Katalytica
Sofia Garcia (Katalytica Midtown Daily Wage),509,Wage,-416.0,2896701.0,12.0,Katalytica
Curtis Green (Katalytica Midtown Daily Wage),509,Wage,-528.0,2896173.0,12.0,Katalytica
Raymond Howard (Katalytica HK Daily Wage),509,Wage,-984.0,2888045.0,12.0,Katalytica
Christen Wilson (Katalytica Midtown Daily Wage),509,Wage,-432.0,2895741.0,12.0,Katalytica
Maya Hubbard (Katalytica Midtown Daily Wage),509,Wage,-392.0,2895349.0,12.0,Katalytica
Kevin Wright (Katalytica Midtown Daily Wage),509,Wage,-344.0,2895005.0,12.0,Katalytica
Yasmin Garcia (Katalytica Midtown Daily Wage),509,Wage,-352.0,2894653.0,12.0,Katalytica
Katar Midtown Revenue,509,Revenue,68721.0,3669760.0,13.0,Katar Midtown
Marino Parker (Katalytica Midtown Daily Wage),509,Wage,-344.0,2893941.0,12.0,Katalytica
Caleb Smith (Katalytica HK Daily Wage),509,Wage,-680.0,2889693.0,12.0,Katalytica
Eloise Powell (Katalytica Midtown Daily Wage),509,Wage,-528.0,2893413.0,12.0,Katalytica
Nancy Butler (Katalytica Midtown Daily Wage),509,Wage,-504.0,2892909.0,12.0,Katalytica
Taylor Green (Katalytica HK Daily Wage),509,Wage,-632.0,2890373.0,12.0,Katalytica
Reuben Sanchez (Katalytica Midtown Daily Wage),509,Wage,-432.0,2892477.0,12.0,Katalytica
Layla Bell (Katalytica Midtown Daily Wage),509,Wage,-408.0,2892069.0,12.0,Katalytica
Scott Parker (Katalytica Midtown Daily Wage),509,Wage,-512.0,2891005.0,12.0,Katalytica
Louise Green (Katalytica Midtown Daily Wage),509,Wage,-368.0,2894285.0,12.0,Katalytica
Martin Anderson (Katalytica Midtown Daily Wage),509,Wage,-552.0,2891517.0,12.0,Katalytica
Margie Stewart (Katalytica Midtown Daily Wage),510,Wage,-608.0,3456872.0,12.0,Katalytica
Gawen Myers (Katalytica Midtown Daily Wage),510,Wage,-936.0,3455936.0,12.0,Katalytica
Natalie Cook (Katalytica Midtown Daily Wage),510,Wage,-832.0,3455104.0,12.0,Katalytica
Curtis Baker (Katalytica Midtown Daily Wage),510,Wage,-600.0,3454504.0,12.0,Katalytica
Lydia Martin (Katalytica Midtown Daily Wage),510,Wage,-504.0,3454000.0,12.0,Katalytica
Ruth Watson (Katalytica Midtown Daily Wage),510,Wage,-688.0,3451840.0,12.0,Katalytica
Maya Roberts (Katalytica Midtown Daily Wage),510,Wage,-736.0,3452528.0,12.0,Katalytica
Yasmin Wilson (Katalytica Midtown Daily Wage),510,Wage,-1016.0,3450824.0,12.0,Katalytica
Alan Torres (Katalytica Midtown Daily Wage),510,Wage,-872.0,3449952.0,12.0,Katalytica
Hollie Rogers (Katalytica Midtown Daily Wage),510,Wage,-600.0,3449352.0,12.0,Katalytica
Lewis Morgan (Katalytica Midtown Daily Wage),510,Wage,-816.0,3457480.0,12.0,Katalytica
Summer Sullivan (Katalytica Midtown Daily Wage),510,Wage,-568.0,3448288.0,12.0,Katalytica
Curtis Green (Katalytica Midtown Daily Wage),510,Wage,-528.0,3447760.0,12.0,Katalytica
Maya Hubbard (Katalytica Midtown Daily Wage),510,Wage,-392.0,3447368.0,12.0,Katalytica
Isaac Edwards (Katalytica Midtown Daily Wage),510,Wage,-736.0,3453264.0,12.0,Katalytica
Harriet Carr (Katalytica Midtown Daily Wage),510,Wage,-496.0,3448856.0,12.0,Katalytica
Kevin Bennett (The Suits Law Firm Daily Wage),510,Wage,-56.0,3469208.0,18.0,The Suits Law Firm
Christen Hughes (Katalytica Midtown Daily Wage),510,Wage,-664.0,3459024.0,12.0,Katalytica
Bonnie Howard (The Suits Law Firm Daily Wage),510,Wage,-888.0,3470192.0,18.0,The Suits Law Firm
Kevin Wright (Katalytica Midtown Daily Wage),510,Wage,-344.0,3447024.0,12.0,Katalytica
Lewis Murphy (Karakata Associates Daily Wage),510,Wage,-760.0,3468448.0,5.0,Karakata Associates
Marie Walker (Karakata Associates Daily Wage),510,Wage,-704.0,3467744.0,5.0,Karakata Associates
Lewin Allen (Karakata Associates Daily Wage),510,Wage,-736.0,3467008.0,5.0,Karakata Associates
Sadie Powell (Karakata Associates Daily Wage),510,Wage,-40.0,3466968.0,5.0,Karakata Associates
Madeleine Scott (Katalytica Midtown Daily Wage),510,Wage,-728.0,3458296.0,12.0,Katalytica
Annabel Myers (Katalytica Midtown Daily Wage),510,Wage,-680.0,3466288.0,12.0,Katalytica
Michelle Ross (Katalytica Midtown Daily Wage),510,Wage,-904.0,3464368.0,12.0,Katalytica
Georgia Howell (Katalytica Midtown Daily Wage),510,Wage,-1168.0,3463200.0,12.0,Katalytica
Eliza Brooks (Katalytica Midtown Daily Wage),510,Wage,-1072.0,3462128.0,12.0,Katalytica
Tobias Barker (Katalytica Midtown Daily Wage),510,Wage,-488.0,3461640.0,12.0,Katalytica
Ben Stewart (Katalytica Midtown Daily Wage),510,Wage,-1016.0,3460624.0,12.0,Katalytica
Lois Ross (Katalytica Midtown Daily Wage),510,Wage,-936.0,3459688.0,12.0,Katalytica
Traci Hughes (Katalytica Midtown Daily Wage),510,Wage,-1016.0,3465272.0,12.0,Katalytica
Louise Green (Katalytica Midtown Daily Wage),510,Wage,-368.0,3446656.0,12.0,Katalytica
Isabel Price (Katalytica HK Daily Wage),510,Wage,-968.0,3435158.0,12.0,Katalytica
Eloise Powell (Katalytica Midtown Daily Wage),510,Wage,-528.0,3445784.0,12.0,Katalytica
Traci Martin (The Suits Law Firm Daily Wage),510,Wage,-1544.0,3471080.0,18.0,The Suits Law Firm
Public parking for UMC Desert,510,PublicParking,-120.0,3431629.0,,
Public parking for Freight Truck T1,510,PublicParking,-180.0,3431449.0,,
Public parking for Anselmo AF90,510,PublicParking,-180.0,3431269.0,,
The Suits Law Firm Revenue,510,Revenue,96000.0,3527068.0,18.0,The Suits Law Firm
Katalytica HK Revenue,510,Revenue,16800.0,3543066.0,12.0,Katalytica
Timothy Perry (Katalytica Midtown Daily Wage),510,Wage,-176.0,3431749.0,12.0,Katalytica
Karakata Associates Revenue,510,Revenue,8835.0,3551800.0,5.0,Karakata Associates
Karvin Kween Revenue,510,Revenue,16800.0,3595810.0,9.0,Karvin Kween
Elite Couture Revenue,510,Revenue,104930.0,3700228.0,2.0,Elite Couture
The Green Salad Revenue,510,Revenue,16832.0,3716810.0,17.0,The Green Salad
Elite Jewels Revenue,510,Revenue,300600.0,4016251.0,3.0,Elite Jewels
Katalytica Midtown Revenue,510,Revenue,247200.0,4262916.0,12.0,Katalytica
Katar Midtown Revenue,510,Revenue,71754.0,4333512.0,13.0,Katar Midtown
Kalico Midtown Revenue,510,Revenue,28142.0,3579625.0,4.0,Kalico Midtown
Marino Parker (Katalytica Midtown Daily Wage),510,Wage,-344.0,3446312.0,12.0,Katalytica
Westbrook Hall (Elite Couture Daily Wage),510,Wage,-232.0,3431925.0,2.0,Elite Couture
Eva Smith (Karvin Kween Daily Wage),510,Wage,-225.0,3432501.0,9.0,Karvin Kween
Nancy Butler (Katalytica Midtown Daily Wage),510,Wage,-504.0,3445280.0,12.0,Katalytica
Reuben Sanchez (Katalytica Midtown Daily Wage),510,Wage,-432.0,3444848.0,12.0,Katalytica
Scott Parker (Katalytica Midtown Daily Wage),510,Wage,-512.0,3444336.0,12.0,Katalytica
Taylor Green (Katalytica HK Daily Wage),510,Wage,-632.0,3443704.0,12.0,Katalytica
Caleb Smith (Katalytica HK Daily Wage),510,Wage,-680.0,3443024.0,12.0,Katalytica
Raymond Howard (Katalytica HK Daily Wage),510,Wage,-1722.0,3441302.0,12.0,Katalytica
Zara Foster (The Suits Law Firm Daily Wage),510,Wage,-344.0,3432157.0,18.0,The Suits Law Firm
Elsie Martinez (Katalytica HK Daily Wage),510,Wage,-1248.0,3440054.0,12.0,Katalytica
Ava Phillips (Katalytica HK Daily Wage),510,Wage,-704.0,3438102.0,12.0,Katalytica
Sandy Hughes (Katalytica HK Daily Wage),510,Wage,-848.0,3437254.0,12.0,Katalytica
Eva Richardson (Katalytica HK Daily Wage),510,Wage,-1128.0,3436126.0,12.0,Katalytica
Danny Wright (Katalytica HK Daily Wage),510,Wage,-1088.0,3434070.0,12.0,Katalytica
Danny Robinson (Katalytica HK Daily Wage),510,Wage,-1296.0,3432774.0,12.0,Katalytica
Pax Cox (Katalytica HK Daily Wage),510,Wage,-48.0,3432726.0,12.0,Katalytica
Oscar Allen (Katalytica HK Daily Wage),510,Wage,-1248.0,3438806.0,12.0,Katalytica
Louise Gomez (The Suits Law Firm Daily Wage),510,Wage,-1600.0,3472624.0,18.0,The Suits Law Firm
Margaret Smith (The Suits Law Firm Daily Wage),510,Wage,-928.0,3469264.0,18.0,The Suits Law Firm
Owen Martin (The Suits Law Firm Daily Wage),510,Wage,-728.0,3475192.0,18.0,The Suits Law Firm
42 3rd Street rent revenue,510,RentRevenue,115.6746,2942496.0,,
44 3rd Street rent revenue,510,RentRevenue,177.2649,2942673.0,,
62 5th Avenue rent revenue,510,RentRevenue,973.3903,2943646.0,,
15 4th Avenue rent revenue,510,RentRevenue,656.806,2944303.0,,
Marketing campaigns for Katar Midtown,510,Marketing,-9350.0,3489150.0,13.0,Katar Midtown
Marketing campaigns for Katalytica Midtown,510,Marketing,-6350.0,3498500.0,12.0,Katalytica
Marketing campaigns for The Green Salad,510,Marketing,-1350.0,3514200.0,17.0,The Green Salad
Marketing campaigns for Elite Couture,510,Marketing,-1350.0,3515550.0,2.0,Elite Couture
Marketing campaigns for Karvin Kween,510,Marketing,-1350.0,3516900.0,9.0,Karvin Kween
Marketing campaigns for Kalico Midtown,510,Marketing,-2750.0,3518250.0,4.0,Kalico Midtown
Marketing campaigns for Karakata Associates,510,Marketing,-500.0,3521000.0,5.0,Karakata Associates
Marketing campaigns for Katalytica HK,510,Marketing,-2750.0,3521500.0,12.0,Katalytica
Marketing campaigns for The Suits Law Firm,510,Marketing,-2750.0,3524250.0,18.0,The Suits Law Firm
Delivery from United Ocean Import ,510,ImportDelivery,-142760.0,3527000.0,,
Evie Jones (Katalytica Midtown Daily Wage),510,Wage,-448.0,3490609.0,12.0,Katalytica
6 3rd Avenue Rent,510,Rent,-1158.506,3601039.0,,
30 2nd Avenue Rent,510,Rent,-1158.506,3120932.0,,
19 1st Avenue Rent,510,Rent,-250.508,3104003.0,,
5 8th Street Rent,510,Rent,-135.4097,3016913.0,,
Courtney Nicholson (The Suits Law Firm Daily Wage),510,Wage,-968.0,3474224.0,18.0,The Suits Law Firm
33 5th Avenue Rent,510,Rent,-230.1557,3017049.0,,
21 5th Avenue Rent,510,Rent,-145.9717,3017279.0,,
3 2nd Avenue Rent,510,Rent,-154.5364,3004105.0,,
24 2nd Avenue Rent,510,Rent,-460.3931,3004260.0,,
29 1st Avenue Rent,510,Rent,-317.3102,2975044.0,,
29 5th Avenue Rent,510,Rent,-24.32862,2966241.0,,
59 3rd Street Rent,510,Rent,-75.99196,2966266.0,,
9 1st Street Rent,510,Rent,-70.98742,2954342.0,,
14 2nd Avenue Rent,510,Rent,-731.0999,2954413.0,,
31 1st Avenue Rent,510,Rent,-201.106,2878344.0,,
44 1st Avenue Rent,510,Rent,-535.2296,3387797.0,,
Zoe Gomez (Elite Jewels Daily Wage),510,Wage,-192.0,3490417.0,3.0,Elite Jewels
Marketing campaigns for Elite Jewels,510,Marketing,-9350.0,3504850.0,3.0,Elite Jewels
Lara Norris (Warehouse #1 Daily Wage),510,Wage,-153.9,3490063.0,,
Joel Rogers (Kalico Midtown Daily Wage),510,Wage,-240.0,3486836.0,4.0,Kalico Midtown
Leon Powell (Kalico Midtown Daily Wage),510,Wage,-64.0,3486772.0,4.0,Kalico Midtown
Ralph Hughes (The Green Salad Daily Wage),510,Wage,-266.0,3486506.0,17.0,The Green Salad
Jennifer Kelly (The Green Salad Daily Wage),510,Wage,-350.0,3486156.0,17.0,The Green Salad
Zoe Thompson (The Green Salad Daily Wage),510,Wage,-340.0,3485816.0,17.0,The Green Salad
Harvey Anderson (The Green Salad Daily Wage),510,Wage,-288.0,3485528.0,17.0,The Green Salad
Danielle Mitchell (Kalico Midtown Daily Wage),510,Wage,-200.0,3487316.0,4.0,Kalico Midtown
Mark Nelson (Katar Midtown Daily Wage),510,Wage,-516.0,3485012.0,13.0,Katar Midtown
Zoe Foster (Katar Midtown Daily Wage),510,Wage,-300.0,3484712.0,13.0,Katar Midtown
Ruth Gray (The Suits Law Firm Daily Wage),510,Wage,-1632.0,3483080.0,18.0,The Suits Law Firm
