Account,Day,Details,Amount,Balance,Transaction ID,Net Daily Revenue
21 5th Avenue Rent,283,Rent,-145.9717,2071801.0,,
7 3rd Avenue Rent,283,Rent,-42.2027,2069822.0,,
24 2nd Avenue Rent,283,Rent,-460.3931,2069864.0,,
29 1st Avenue Rent,283,Rent,-317.3102,2043897.0,,
29 5th Avenue Rent,283,Rent,-24.32862,2037375.0,,
14 1st Avenue Rent,283,Rent,-143.3651,2035601.0,,
1 5th Street Rent,283,Rent,-52.13275,2025744.0,,
59 3rd Street Rent,283,Rent,-75.99196,2025796.0,,
31 1st Avenue Rent,283,Rent,-201.106,1958672.0,,
30 4th Avenue Rent,283,Rent,-85.7595,1948689.0,,
42 3rd Street rent revenue,283,RentRevenue,237.6019,1980044.0,,
Louise Gomez (The Suits Law Firm Daily Wage),283,Wage,-1600.0,2163749.0,G8MHU,
Marketing campaigns for The Suits Law Firm,283,Marketing,-2750.0,2232884.0,G8MHU,
Marketing campaigns for Katalytica,283,Marketing,-500.0,2232384.0,WK7WS,
Marketing campaigns for Karbucks HK,283,Marketing,-850.0,2231534.0,19CI3,
Marketing campaigns for Karakata Associates,283,Marketing,-500.0,2231034.0,00AKO,
Olivia Cox (Katalytica Daily Wage),283,Wage,-432.0,2186971.0,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),283,Wage,-200.0,2187403.0,K3NN0,
Grover Brown (Karakata Holdings Daily Wage),283,Wage,-200.0,2187603.0,,
Lara Norris (Warehouse #1 Daily Wage),283,Wage,-153.9,2187803.0,,
Merit Johnson (Karakata Holdings Daily Wage),283,Wage,-224.0,2187957.0,,
Christian Hall (Karakata Holdings Daily Wage),283,Wage,-184.0,2188181.0,,
Tommy Brooks (Katalytica Daily Wage),283,Wage,-44.0,2188365.0,WK7WS,
Evie Jones (Katalytica Daily Wage),283,Wage,-448.0,2188409.0,WK7WS,
Maya Turner (Karvin Kueen Daily Wage),283,Wage,-32.0,2186403.0,K3NN0,
Taxi Ride,283,TaxiRide,-61.67885,2188620.0,,
Purchase from Gastronom ItaIia,283,ItemPurchase,-23.0,2188719.0,,
Taxi Ride,283,TaxiRide,-22.1332,2188742.0,,
Interior Designer,283,InteriorDesigner,-26970.0,2188764.0,,
Marketing campaigns for Elite Jewels,283,Marketing,-9350.0,2215734.0,CGCEK,
Marketing campaigns for The Green Salad,283,Marketing,-1350.0,2225084.0,HQXBV,
Marketing campaigns for Elite Couture,283,Marketing,-1350.0,2226434.0,YVK4E,
Marketing campaigns for Karvin Kueen,283,Marketing,-500.0,2227784.0,K3NN0,
Marketing campaigns for Kalico Midtown,283,Marketing,-2750.0,2228284.0,9YO0R,
Taxi Ride,283,TaxiRide,-37.54852,2188681.0,,
Roosevelt Wright (Karakata Associates Daily Wage),283,Wage,-912.0,2159325.0,00AKO,
Bonnie Howard (The Suits Law Firm Daily Wage),283,Wage,-888.0,2162861.0,G8MHU,
Sonny Mitchell (Karakata Associates Daily Wage),283,Wage,-968.0,2161837.0,00AKO,
Kevin Bennett (The Suits Law Firm Daily Wage),283,Wage,-56.0,2162805.0,G8MHU,
Karvin Kueen Revenue,283,Revenue,2210.0,2268820.0,K3NN0,
Elite Jewels Revenue,283,Revenue,197400.0,2546840.0,CGCEK,
Kalico Midtown Revenue,283,Revenue,26764.0,2267113.0,9YO0R,
Karakata Associates Revenue,283,Revenue,6840.0,2240666.0,00AKO,
Karbucks HK Revenue,283,Revenue,1782.0,2233850.0,19CI3,
Katalytica Revenue,283,Revenue,10000.0,2232212.0,WK7WS,
The Green Salad Revenue,283,Revenue,16381.0,2350599.0,HQXBV,
The Suits Law Firm Revenue,283,Revenue,57600.0,2222340.0,G8MHU,
Katar Spirits Revenue,283,Revenue,8190.0,2164941.0,TJ27F,
Elite Couture Revenue,283,Revenue,66160.0,2334468.0,YVK4E,
Theodore Brown (Karakata Holdings Daily Wage),283,Wage,-160.0,2156837.0,,
Naomi Robinson (Karakata Associates Daily Wage),283,Wage,-984.0,2160853.0,00AKO,
Stephanie Wilson (Karakata Associates Daily Wage),283,Wage,-616.0,2160237.0,00AKO,
Homer Foster (Karakata Associates Daily Wage),283,Wage,-736.0,2158589.0,00AKO,
Sadie Powell (Karakata Associates Daily Wage),283,Wage,-40.0,2158549.0,00AKO,
Replacement for Clara Williams (Elite Jewels Wage),283,ReplacementWage,-620.0,2157761.0,CGCEK,
Curtis Jackson (Karbucks HK Daily Wage),283,Wage,-168.0,2158381.0,19CI3,
Justin Davis (Karbucks HK Daily Wage),283,Wage,-364.0,2157397.0,19CI3,
Curtis Harris (Karbucks HK Daily Wage),283,Wage,-168.0,2157229.0,19CI3,
Zoe Campbell (Karakata Holdings Daily Wage),283,Wage,-232.0,2156997.0,,
Maria Nicholson (The Suits Law Firm Daily Wage),284,Wage,-772.0,1796364.0,G8MHU,
Ava Rogers (The Suits Law Firm Daily Wage),284,Wage,-672.0,1790868.0,G8MHU,
Zoe Cooper (The Green Salad Daily Wage),284,Wage,-186.0,1797136.0,HQXBV,
Daisy Williams (The Suits Law Firm Daily Wage),284,Wage,-1512.0,1793452.0,G8MHU,
Harvey Anderson (The Green Salad Daily Wage),284,Wage,-224.0,1797322.0,HQXBV,
Helen Watson (The Green Salad Daily Wage),284,Wage,-616.0,1797546.0,HQXBV,
Taylor Myers (The Suits Law Firm Daily Wage),284,Wage,-1024.0,1791540.0,G8MHU,
Ava Powell (The Suits Law Firm Daily Wage),284,Wage,-1400.0,1794964.0,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),284,Wage,-888.0,1792564.0,G8MHU,
Emilia White (Kalico Midtown Daily Wage),284,Wage,-224.0,1799360.0,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),284,Wage,-240.0,1798428.0,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),284,Wage,-300.0,1798668.0,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),284,Wage,-192.0,1798968.0,,
Danielle Mitchell (Kalico Midtown Daily Wage),284,Wage,-200.0,1799160.0,9YO0R,
Elise Sanchez (The Suits Law Firm Daily Wage),284,Wage,-1368.0,1789500.0,G8MHU,
Zachary Hill (Warehouse #2 Daily Wage),284,Wage,-159.6,1799584.0,,
Georgina Lopez (Karakata Holdings Daily Wage),284,Wage,-192.0,1799744.0,,
Kathryn James (Karakata Holdings Daily Wage),284,Wage,-208.0,1799936.0,,
Eliza Owens (Katar Spirits Daily Wage),284,Wage,-144.0,1800144.0,TJ27F,
Bradley Turner (Karvin Kueen Daily Wage),284,Wage,-240.0,1800288.0,K3NN0,
Katie Ward (Elite Jewels Daily Wage),284,Wage,-256.0,1800528.0,CGCEK,
Ralph Hughes (The Green Salad Daily Wage),284,Wage,-266.0,1798162.0,HQXBV,
Nicholas Sanchez (The Suits Law Firm Daily Wage),284,Wage,-968.0,1788532.0,G8MHU,
Stephanie Wilson (Karakata Associates Daily Wage),284,Wage,-616.0,1778276.0,00AKO,
Isabel Roberts (The Suits Law Firm Daily Wage),284,Wage,-672.0,1787132.0,G8MHU,
Elite Jewels Revenue,284,Revenue,230200.0,2221253.0,CGCEK,
The Green Salad Revenue,284,Revenue,16471.0,1992211.0,HQXBV,
Elite Couture Revenue,284,Revenue,78790.0,1975991.0,YVK4E,
Karvin Kueen Revenue,284,Revenue,2125.0,1897712.0,K3NN0,
Kalico Midtown Revenue,284,Revenue,26848.0,1896090.0,9YO0R,
Karakata Associates Revenue,284,Revenue,6840.0,1869559.0,00AKO,
Katalytica Revenue,284,Revenue,10000.0,1862887.0,WK7WS,
The Suits Law Firm Revenue,284,Revenue,67200.0,1853015.0,G8MHU,
Katar Spirits Revenue,284,Revenue,9906.0,1786016.0,TJ27F,
Theodore Brown (Karakata Holdings Daily Wage),284,Wage,-160.0,1776196.0,,
Owen Martin (The Suits Law Firm Daily Wage),284,Wage,-728.0,1787804.0,G8MHU,
Sadie Powell (Karakata Associates Daily Wage),284,Wage,-40.0,1776588.0,00AKO,
Roosevelt Wright (Karakata Associates Daily Wage),284,Wage,-912.0,1777364.0,00AKO,
Scarlett Davis (Elite Couture Daily Wage),284,Wage,-264.0,1800784.0,YVK4E,
Naomi Robinson (Karakata Associates Daily Wage),284,Wage,-984.0,1778892.0,00AKO,
Sonny Mitchell (Karakata Associates Daily Wage),284,Wage,-968.0,1779876.0,00AKO,
Kevin Bennett (The Suits Law Firm Daily Wage),284,Wage,-56.0,1780844.0,G8MHU,
Margaret Smith (The Suits Law Firm Daily Wage),284,Wage,-928.0,1780900.0,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),284,Wage,-888.0,1781828.0,G8MHU,
Charlotte Murphy (The Suits Law Firm Daily Wage),284,Wage,-1272.0,1782716.0,G8MHU,
Traci Martin (The Suits Law Firm Daily Wage),284,Wage,-1544.0,1783988.0,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),284,Wage,-1600.0,1785532.0,G8MHU,
Homer Foster (Karakata Associates Daily Wage),284,Wage,-736.0,1776628.0,00AKO,
Lilly Harris (Elite Couture Daily Wage),284,Wage,-288.0,1801048.0,YVK4E,
Zoe Campbell (Karakata Holdings Daily Wage),284,Wage,-232.0,1776356.0,,
Dominic Fisher (Elite Jewels Daily Wage),284,Wage,-184.0,1801363.0,CGCEK,
Marketing campaigns for Elite Couture,284,Marketing,-1350.0,2537140.0,YVK4E,
Marketing campaigns for Karvin Kueen,284,Marketing,-500.0,2538490.0,K3NN0,
Marketing campaigns for Kalico Midtown,284,Marketing,-2750.0,2538990.0,9YO0R,
Marketing campaigns for Karakata Associates,284,Marketing,-500.0,2541740.0,00AKO,
Marketing campaigns for Karbucks HK,284,Marketing,-850.0,2542240.0,19CI3,
Marketing campaigns for Katalytica,284,Marketing,-500.0,2543090.0,WK7WS,
Marketing campaigns for The Suits Law Firm,284,Marketing,-2750.0,2543590.0,G8MHU,
Marketing campaigns for Katar Spirits,284,Marketing,-500.0,2546340.0,TJ27F,
19 1st Avenue Rent,284,Rent,-250.508,2334218.0,,
5 8th Street Rent,284,Rent,-135.4097,2268308.0,,
Marketing campaigns for The Green Salad,284,Marketing,-1350.0,2535790.0,HQXBV,
33 5th Avenue Rent,284,Rent,-230.1557,2268444.0,,
7 3rd Avenue Rent,284,Rent,-42.2027,2266610.0,,
24 2nd Avenue Rent,284,Rent,-460.3931,2266652.0,,
29 1st Avenue Rent,284,Rent,-317.3102,2240349.0,,
29 5th Avenue Rent,284,Rent,-24.32862,2233826.0,,
14 1st Avenue Rent,284,Rent,-143.3651,2232068.0,,
1 5th Street Rent,284,Rent,-52.13275,2222212.0,,
59 3rd Street Rent,284,Rent,-75.99196,2222264.0,,
31 1st Avenue Rent,284,Rent,-201.106,2164740.0,,
30 4th Avenue Rent,284,Rent,-85.7595,2156751.0,,
Frederick Kelly (Elite Couture Daily Wage),284,Wage,-27.0,1801336.0,YVK4E,
21 5th Avenue Rent,284,Rent,-145.9717,2268674.0,,
Marketing campaigns for Elite Jewels,284,Marketing,-9350.0,2526440.0,CGCEK,
30 2nd Avenue Rent,284,Rent,-1158.506,2349440.0,,
Purchase from El Gato Food Market,284,ItemPurchase,-80.0,2526298.0,,
Annabelle Stewart (Katar Spirits Daily Wage),284,Wage,-198.0,1802179.0,TJ27F,
Curtis Norris (Elite Jewels Daily Wage),284,Wage,-368.0,1801643.0,CGCEK,
Oscar Evans (Katar Spirits Daily Wage),284,Wage,-46.0,1802377.0,TJ27F,
Traci Parker (Elite Jewels Daily Wage),284,Wage,-52.0,1801591.0,CGCEK,
Mollie Jenkins (Karakata Holdings Daily Wage),284,Wage,-224.0,1802423.0,,
Taxi Ride,284,TaxiRide,-62.01883,2526378.0,,
Maya Turner (Karvin Kueen Daily Wage),284,Wage,-32.0,1802647.0,K3NN0,
Tristan Barker (Katalytica Daily Wage),284,Wage,-536.0,1802679.0,WK7WS,
Olivia Cox (Katalytica Daily Wage),284,Wage,-432.0,1803215.0,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),284,Wage,-200.0,1803647.0,K3NN0,
Grover Brown (Karakata Holdings Daily Wage),284,Wage,-200.0,1803847.0,,
Abbie Lopez (Katar Spirits Daily Wage),284,Wage,-168.0,1802011.0,TJ27F,
Merit Johnson (Karakata Holdings Daily Wage),284,Wage,-224.0,1804200.0,,
Subway Ride,284,SubwayRide,-3.0,2526295.0,,
Taxi Ride,284,TaxiRide,-72.4882,2526223.0,,
Christian Hall (Karakata Holdings Daily Wage),284,Wage,-184.0,1804424.0,,
Tommy Brooks (Katalytica Daily Wage),284,Wage,-44.0,1804608.0,WK7WS,
Petrolls Fanton,284,VehicleBought,-720000.0,1806223.0,,
Interior Designer,284,InteriorDesigner,-1360.0,1804863.0,,
Evie Jones (Katalytica Daily Wage),284,Wage,-448.0,1804652.0,WK7WS,
Lara Norris (Warehouse #1 Daily Wage),284,Wage,-153.9,1804047.0,,
Douglas Collins (Karakata Holdings Daily Wage),284,Wage,-44.0,1801547.0,,
42 3rd Street rent revenue,284,RentRevenue,237.6019,2188857.0,,
Daisy Williams (The Suits Law Firm Daily Wage),285,Wage,-1512.0,2137758.0,G8MHU,
Lindsey Hall (The Suits Law Firm Daily Wage),285,Wage,-888.0,2136870.0,G8MHU,
Elise Sanchez (The Suits Law Firm Daily Wage),285,Wage,-1368.0,2134478.0,G8MHU,
Nicholas Sanchez (The Suits Law Firm Daily Wage),285,Wage,-968.0,2133510.0,G8MHU,
Ava Powell (The Suits Law Firm Daily Wage),285,Wage,-1400.0,2139270.0,G8MHU,
Isabel Roberts (The Suits Law Firm Daily Wage),285,Wage,-672.0,2132110.0,G8MHU,
Taylor Myers (The Suits Law Firm Daily Wage),285,Wage,-1024.0,2135846.0,G8MHU,
Owen Martin (The Suits Law Firm Daily Wage),285,Wage,-728.0,2132782.0,G8MHU,
Ralph Hughes (The Green Salad Daily Wage),285,Wage,-266.0,2144073.0,HQXBV,
Maria Nicholson (The Suits Law Firm Daily Wage),285,Wage,-386.0,2141894.0,G8MHU,
Replacement for Mark Nelson (Karbucks HK Wage),285,ReplacementWage,-752.5,2142280.0,19CI3,
Zoe Cooper (The Green Salad Daily Wage),285,Wage,-434.0,2143033.0,HQXBV,
Harvey Anderson (The Green Salad Daily Wage),285,Wage,-224.0,2143467.0,HQXBV,
Replacement for Zoe Thompson (The Green Salad Wage),285,ReplacementWage,-382.5,2143691.0,HQXBV,
Leon Powell (Kalico Midtown Daily Wage),285,Wage,-320.0,2144339.0,9YO0R,
Wilhelmina Cooper (Kalico Midtown Daily Wage),285,Wage,-264.0,2144659.0,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),285,Wage,-240.0,2144923.0,9YO0R,
Traci Miles (Karakata Holdings Daily Wage),285,Wage,-192.0,2145163.0,,
Mollie Martinez (Kalico Midtown Daily Wage),285,Wage,-200.0,2145355.0,9YO0R,
Courtney Nicholson (The Suits Law Firm Daily Wage),285,Wage,-968.0,2131142.0,G8MHU,
Zachary Hill (Warehouse #2 Daily Wage),285,Wage,-159.6,2145555.0,,
Ruth Gray (The Suits Law Firm Daily Wage),285,Wage,-1224.0,2140670.0,G8MHU,
Louise Gomez (The Suits Law Firm Daily Wage),285,Wage,-1600.0,2129542.0,G8MHU,
Katalytica Revenue,285,Revenue,10000.0,2217942.0,WK7WS,
Charlotte Murphy (The Suits Law Firm Daily Wage),285,Wage,-1272.0,2126726.0,G8MHU,
Karvin Kueen Revenue,285,Revenue,4590.0,2259672.0,K3NN0,
The Green Salad Revenue,285,Revenue,16764.0,2361513.0,HQXBV,
Kalico Midtown Revenue,285,Revenue,27163.0,2255584.0,9YO0R,
Elite Jewels Revenue,285,Revenue,266200.0,2626555.0,CGCEK,
Karakata Associates Revenue,285,Revenue,9120.0,2228739.0,00AKO,
Karbucks HK Revenue,285,Revenue,1844.0,2219643.0,19CI3,
Georgina Lopez (Karakata Holdings Daily Wage),285,Wage,-192.0,2145715.0,,
The Suits Law Firm Revenue,285,Revenue,76800.0,2208070.0,G8MHU,
Katar Spirits Revenue,285,Revenue,10941.0,2131471.0,TJ27F,
Theodore Brown (Karakata Holdings Daily Wage),285,Wage,-160.0,2120616.0,,
Traci Martin (The Suits Law Firm Daily Wage),285,Wage,-1544.0,2127998.0,G8MHU,
Zoe Campbell (Karakata Holdings Daily Wage),285,Wage,-232.0,2120776.0,,
Justin Davis (Karbucks HK Daily Wage),285,Wage,-182.0,2121176.0,19CI3,
Curtis Jackson (Karbucks HK Daily Wage),285,Wage,-168.0,2121358.0,19CI3,
Sadie Powell (Karakata Associates Daily Wage),285,Wage,-40.0,2121526.0,00AKO,
Homer Foster (Karakata Associates Daily Wage),285,Wage,-736.0,2121566.0,00AKO,
Roosevelt Wright (Karakata Associates Daily Wage),285,Wage,-912.0,2122302.0,00AKO,
Stephanie Wilson (Karakata Associates Daily Wage),285,Wage,-616.0,2123214.0,00AKO,
Naomi Robinson (Karakata Associates Daily Wage),285,Wage,-984.0,2123830.0,00AKO,
Sonny Mitchell (Karakata Associates Daily Wage),285,Wage,-968.0,2124814.0,00AKO,
Kevin Bennett (The Suits Law Firm Daily Wage),285,Wage,-56.0,2125782.0,G8MHU,
Bonnie Howard (The Suits Law Firm Daily Wage),285,Wage,-888.0,2125838.0,G8MHU,
Curtis Harris (Karbucks HK Daily Wage),285,Wage,-168.0,2121008.0,19CI3,
Kathryn James (Karakata Holdings Daily Wage),285,Wage,-208.0,2145907.0,,
Interior Designer,285,InteriorDesigner,-14750.0,2155092.0,,
Justin Mitchell (Karvin Kueen Daily Wage),285,Wage,-130.0,2146403.0,K3NN0,
Marketing campaigns for Kalico Midtown,285,Marketing,-2750.0,2182392.0,9YO0R,
Marketing campaigns for Karakata Associates,285,Marketing,-500.0,2185142.0,00AKO,
Marketing campaigns for Karbucks HK,285,Marketing,-850.0,2185642.0,19CI3,
Marketing campaigns for Katalytica,285,Marketing,-500.0,2186492.0,WK7WS,
Marketing campaigns for The Suits Law Firm,285,Marketing,-2750.0,2186992.0,G8MHU,
Marketing campaigns for Katar Spirits,285,Marketing,-500.0,2189742.0,TJ27F,
Delivery from BlueStone Imports,285,ImportDelivery,-31010.67,2190242.0,,
30 2nd Avenue Rent,285,Rent,-1158.506,1991053.0,,
19 1st Avenue Rent,285,Rent,-250.508,1975740.0,,
5 8th Street Rent,285,Rent,-135.4097,1897201.0,,
Marketing campaigns for Karvin Kueen,285,Marketing,-500.0,2181892.0,K3NN0,
33 5th Avenue Rent,285,Rent,-230.1557,1897336.0,,
7 3rd Avenue Rent,285,Rent,-42.2027,1895587.0,,
24 2nd Avenue Rent,285,Rent,-460.3931,1895630.0,,
29 1st Avenue Rent,285,Rent,-317.3102,1869242.0,,
29 5th Avenue Rent,285,Rent,-24.32862,1862719.0,,
14 1st Avenue Rent,285,Rent,-143.3651,1862744.0,,
1 5th Street Rent,285,Rent,-52.13275,1852887.0,,
59 3rd Street Rent,285,Rent,-75.99196,1852939.0,,
31 1st Avenue Rent,285,Rent,-201.106,1785815.0,,
30 4th Avenue Rent,285,Rent,-85.7595,1776110.0,,
42 3rd Street rent revenue,285,RentRevenue,237.6019,1805100.0,,
21 5th Avenue Rent,285,Rent,-145.9717,1897566.0,,
Eliza Owens (Katar Spirits Daily Wage),285,Wage,-288.0,2146115.0,TJ27F,
Marketing campaigns for Elite Couture,285,Marketing,-1350.0,2180542.0,YVK4E,
Marketing campaigns for Elite Jewels,285,Marketing,-9350.0,2169842.0,CGCEK,
Bradley Turner (Karvin Kueen Daily Wage),285,Wage,-240.0,2146533.0,K3NN0,
Scarlett Davis (Elite Couture Daily Wage),285,Wage,-264.0,2146773.0,YVK4E,
Lilly Harris (Elite Couture Daily Wage),285,Wage,-288.0,2147037.0,YVK4E,
Frederick Kelly (Elite Couture Daily Wage),285,Wage,-27.0,2147325.0,YVK4E,
Dominic Fisher (Elite Jewels Daily Wage),285,Wage,-368.0,2147352.0,CGCEK,
Douglas Collins (Karakata Holdings Daily Wage),285,Wage,-44.0,2147720.0,,
Traci Parker (Elite Jewels Daily Wage),285,Wage,-156.0,2147764.0,CGCEK,
Abbie Lopez (Katar Spirits Daily Wage),285,Wage,-224.0,2147920.0,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),285,Wage,-46.0,2148144.0,TJ27F,
Mollie Jenkins (Karakata Holdings Daily Wage),285,Wage,-224.0,2148190.0,,
Marketing campaigns for The Green Salad,285,Marketing,-1350.0,2179192.0,HQXBV,
Tristan Barker (Katalytica Daily Wage),285,Wage,-402.0,2148414.0,WK7WS,
Grover Brown (Karakata Holdings Daily Wage),285,Wage,-200.0,2148941.0,,
Lara Norris (Warehouse #1 Daily Wage),285,Wage,-153.9,2149141.0,,
Katherine Moss (Elite Jewels Daily Wage),285,Wage,-100.0,2149295.0,CGCEK,
Merit Johnson (Karakata Holdings Daily Wage),285,Wage,-224.0,2149395.0,,
Christian Hall (Karakata Holdings Daily Wage),285,Wage,-184.0,2149619.0,,
Tommy Brooks (Katalytica Daily Wage),285,Wage,-44.0,2149803.0,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),285,Wage,-256.0,2149847.0,CGCEK,
Lily Barton (Katalytica Daily Wage),285,Wage,-344.0,2150103.0,WK7WS,
Evie Jones (Katalytica Daily Wage),285,Wage,-448.0,2150447.0,WK7WS,
Purchase from IKA BOHAG,285,ItemPurchase,-4435.0,2150657.0,,
Maria Willis (Karvin Kueen Daily Wage),285,Wage,-125.0,2148816.0,K3NN0,
Elite Couture Revenue,285,Revenue,85840.0,2345000.0,YVK4E,
Louise Gomez (The Suits Law Firm Daily Wage),286,Wage,-1600.0,1828497.0,G8MHU,
42 3rd Street rent revenue,286,RentRevenue,237.6019,2150895.0,,
Danielle Mitchell (Kalico Midtown Daily Wage),286,Wage,-200.0,1845397.0,9YO0R,
Eve Sullivan (Kalico Midtown Daily Wage),286,Wage,-240.0,1845157.0,9YO0R,
Joel Rogers (Kalico Midtown Daily Wage),286,Wage,-240.0,1844917.0,9YO0R,
Leon Powell (Kalico Midtown Daily Wage),286,Wage,-64.0,1844853.0,9YO0R,
Ralph Hughes (The Green Salad Daily Wage),286,Wage,-266.0,1844587.0,HQXBV,
Elite Jewels Revenue,286,Revenue,299000.0,2395488.0,CGCEK,
Jennifer Kelly (The Green Salad Daily Wage),286,Wage,-350.0,1844237.0,HQXBV,
The Green Salad Revenue,286,Revenue,16319.0,2097646.0,HQXBV,
Zoe Thompson (The Green Salad Daily Wage),286,Wage,-340.0,1843897.0,HQXBV,
Elite Couture Revenue,286,Revenue,100180.0,2081577.0,YVK4E,
Harvey Anderson (The Green Salad Daily Wage),286,Wage,-288.0,1843609.0,HQXBV,
Zoe Foster (Karbucks HK Daily Wage),286,Wage,-350.0,1842657.0,19CI3,
Karvin Kueen Revenue,286,Revenue,3570.0,1981909.0,K3NN0,
Isabel Roberts (The Suits Law Firm Daily Wage),286,Wage,-1344.0,1831065.0,G8MHU,
Ruth Gray (The Suits Law Firm Daily Wage),286,Wage,-1632.0,1841025.0,G8MHU,
Kalico Midtown Revenue,286,Revenue,27199.0,1978842.0,9YO0R,
Ava Powell (The Suits Law Firm Daily Wage),286,Wage,-1400.0,1839625.0,G8MHU,
Karakata Associates Revenue,286,Revenue,8835.0,1951960.0,00AKO,
Daisy Williams (The Suits Law Firm Daily Wage),286,Wage,-1512.0,1838113.0,G8MHU,
Emilia White (Kalico Midtown Daily Wage),286,Wage,-224.0,1845597.0,9YO0R,
Zachary Hill (Warehouse #2 Daily Wage),286,Wage,-159.6,1845821.0,,
Eliza Owens (Katar Spirits Daily Wage),286,Wage,-288.0,1845980.0,TJ27F,
Justin Mitchell (Karvin Kueen Daily Wage),286,Wage,-208.0,1846268.0,K3NN0,
Mersaidi S500,286,VehicleBought,-95000.0,2371270.0,,
Anselmo AF90,286,VehicleBought,-520000.0,1851270.0,,
Interior Designer,286,InteriorDesigner,-2115.0,1849155.0,,
Evie Jones (Katalytica Daily Wage),286,Wage,-448.0,1848960.0,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),286,Wage,-192.0,1848768.0,CGCEK,
Tommy Brooks (Katalytica Daily Wage),286,Wage,-44.0,1848724.0,WK7WS,
Katherine Moss (Elite Jewels Daily Wage),286,Wage,-200.0,1848524.0,CGCEK,
Lara Norris (Warehouse #1 Daily Wage),286,Wage,-153.9,1848370.0,,
Maria Willis (Karvin Kueen Daily Wage),286,Wage,-100.0,1848270.0,K3NN0,
Karbucks HK Revenue,286,Revenue,1844.0,1943149.0,19CI3,
Olivia Cox (Katalytica Daily Wage),286,Wage,-432.0,1847838.0,WK7WS,
Abbie Lopez (Katar Spirits Daily Wage),286,Wage,-224.0,1847568.0,TJ27F,
Curtis Norris (Elite Jewels Daily Wage),286,Wage,-184.0,1847384.0,CGCEK,
Taxi Ride,286,TaxiRide,-71.8319,2466270.0,,
Courtney Nicholson (The Suits Law Firm Daily Wage),286,Wage,-968.0,1830097.0,G8MHU,
Traci Parker (Elite Jewels Daily Wage),286,Wage,-208.0,1847176.0,CGCEK,
Frederick Kelly (Elite Couture Daily Wage),286,Wage,-216.0,1846960.0,YVK4E,
Lilly Harris (Elite Couture Daily Wage),286,Wage,-72.0,1846888.0,YVK4E,
Lara Wright (Elite Couture Daily Wage),286,Wage,-232.0,1846656.0,YVK4E,
Bradley Turner (Karvin Kueen Daily Wage),286,Wage,-180.0,1846476.0,K3NN0,
Oscar Evans (Katar Spirits Daily Wage),286,Wage,-46.0,1847792.0,TJ27F,
Lindsey Hall (The Suits Law Firm Daily Wage),286,Wage,-888.0,1837225.0,G8MHU,
Mark Nelson (Karbucks HK Daily Wage),286,Wage,-602.0,1843007.0,19CI3,
Taylor Myers (The Suits Law Firm Daily Wage),286,Wage,-1024.0,1836201.0,G8MHU,
Marketing campaigns for Katalytica,286,Marketing,-500.0,2494482.0,WK7WS,
Bonnie Howard (The Suits Law Firm Daily Wage),286,Wage,-888.0,1826065.0,G8MHU,
Marketing campaigns for The Suits Law Firm,286,Marketing,-2750.0,2494982.0,G8MHU,
Marketing campaigns for Katar Spirits,286,Marketing,-500.0,2497732.0,TJ27F,
Traci Martin (The Suits Law Firm Daily Wage),286,Wage,-1544.0,1826953.0,G8MHU,
Delivery from United Ocean Import ,286,ImportDelivery,-128323.3,2498232.0,,
Katalytica Revenue,286,Revenue,9000.0,1941449.0,WK7WS,
19 1st Avenue Rent,286,Rent,-250.508,2344749.0,,
5 8th Street Rent,286,Rent,-135.4097,2259160.0,,
Kevin Bennett (The Suits Law Firm Daily Wage),286,Wage,-56.0,1826009.0,G8MHU,
